rowid,pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,pl_insol
1,11 Com b,12.2,4914.89848585,,323.21,1.178,
2,11 UMi b,12.3,4684.8142,,516.21997,1.53,
3,14 And b,13.1,1131.15130051,,186.76,0.775,
4,14 Her b,12.5,2828.6728223,,1766.41,2.839,
5,16 Cyg B b,13.5,565.7374,,798.5,1.66,
6,17 Sco b,12.9,1373.01871824,,578.38,1.45,
7,18 Del b,12.5,2926.24614325,,982.85,2.476,
8,1RXS J160929.1-210524 b,18.647,3000.0,1700.0,,330.0,
9,24 Boo b,13.9,280.64248338,,30.33,0.194,
10,24 Sex b,13.4,632.46,,452.8,1.333,
11,24 Sex c,13.9,273.32,,883.0,2.08,
12,2M0437 b,13.0,1271.313628,1450.0,,118.0,
13,2MASS J01033563-5515561 AB b,12.3,4131.79,,,84.0,
14,2MASS J01225093-2439505 b,11.209,7786.5,1600.0,,52.0,
15,2MASS J02192210-3925225 b,16.14096,4417.837,,,156.0,
16,2MASS J0249-0557 c,12.4,3686.8095212,,,1950.0,
17,2MASS J03590986+2009361 b,12.2,5720.911326,2369.0,,572.0,
18,2MASS J04414489+2301513 b,12.6,2383.6,,,15.0,
20,2MASS J11550485-7919108 b,12.1,6356.56814,2506.0,,587.0,
21,2MASS J12073346-3932539 b,15.69257298,1652.7077164,1163.0,,46.0,
22,2MASS J19383260+4603591 b,13.4,603.877,,406.0,0.92,
23,2MASS J21252752-8138278 b,12.4,3813.940884,1616.0,,7493.0,
24,2MASS J22362452+4751425 b,12.3,3972.875,,,230.0,
25,2MASS J22501512+2325342 b,11.9,9534.85221,1600.0,,518.0,
26,4 UMa b,12.6,2511.48007211,,270.27,0.877,
27,47 UMa b,13.2,804.08,,1078.0,2.1,
28,47 UMa c,14.2,171.621,,2391.0,3.6,
29,47 UMa d,13.5,521.22,,14002.0,11.6,
31,51 Peg b,14.3,146.2018,,4.230785,0.0527,
32,55 Cnc B b,1.69,3.5,,6.7994,0.044,
33,55 Cnc B c,2.16,5.3,,33.747,0.13,
34,55 Cnc b,13.9,263.9785,700.0,14.651552,0.118,
35,55 Cnc c,8.51,54.4738,,44.3936,0.247,
36,55 Cnc d,13.0,1232.493,,4799.0,5.6,
37,55 Cnc e,1.875,7.99,1958.0,0.7365474,0.01544,2657.8322
38,55 Cnc f,7.59,44.812,,260.58,0.802,
39,6 Lyn b,13.4,597.83523357,,919.86,2.028,
40,61 Vir b,2.11,5.1,,4.215,0.050201,
41,61 Vir c,4.46,18.2,,38.021,0.2175,
42,61 Vir d,5.11,22.9,,123.01,0.476,
43,7 CMa b,13.4,587.9855,,735.1,1.758,
44,7 CMa c,13.9,276.5121,,996.0,2.153,
45,70 Vir b,12.6,2380.45,,116.688,0.481,
46,75 Cet b,13.3,787.89662095,,696.62,1.912,
47,75 Cet c,13.9,289.85950718,,2051.62,3.929,
48,8 UMi b,13.5,524.41687155,,93.31,0.462,
49,81 Cet b,13.1,1051.05854195,,1005.57,2.104,
50,91 Aqr b,13.1,1017.0,,181.4,0.7,
51,AB Aur b,12.5,2860.455663,,,93.9,
52,AB Pic b,12.3,4290.5,,,260.0,
53,AF Lep b,13.0,1147.36054927,1400.0,8905.0,8.996,
54,AT2021ueyL b,13.6,425.89006538,,4168.69,4.01,
55,AU Mic b,4.79,8.99,554.8,8.463446,0.07,21.2
56,AU Mic c,2.79,14.46,424.7,18.859023,0.119,7.3
57,AU Mic d,1.02,1.053,,12.73596,0.08527420905797661,
58,AU Mic e,4.87,21.1,,33.11,0.17020137105839012,
59,BD+03 2562 b,12.7,2034.112,,481.9,1.3,
61,BD+14 4559 b,13.8,330.5432,,268.94,0.78,
62,BD+15 2375 b,13.8,337.21763,,153.22,0.576,
63,BD+15 2940 b,13.7,352.78,,137.48,0.539,
64,BD+20 2457 b,12.1,6807.63,,379.63,1.45,
65,BD+20 2457 c,12.4,3963.17,,621.99,2.01,
66,BD+20 274 b,13.0,1334.886,,578.2,1.3,
67,BD+20 594 b,2.57807,22.2481,546.0,41.6855,0.241,
68,BD+37 3172 b,12.4,3368.9811142,,1887.76,4.65,
69,BD+42 2315 b,14.2,174.80562385,,123.05,0.54,
70,BD+45 564 b,13.6,432.24663352,,307.88,0.83,
71,BD+48 738 b,13.9,289.2253,,392.6,1.0,
72,BD+48 740 b,13.5,540.311,,733.0,1.7,
73,BD+49 828 b,13.5,508.5,,2590.0,4.2,
74,BD+55 362 b,14.0,228.83645304,,265.59,0.78,
75,BD+60 1417 b,14.68376472,4767.426105,1303.0,,1662.0,
76,BD+63 1405 b,12.4,3305.4154328,,1198.48,2.06,
78,BD-06 1339 c,8.38,53.0,,125.94,0.435,
80,BD-08 2823 c,12.5,104.0,,237.6,0.68,
81,BD-10 3166 b,14.1,187.5197,,3.48777,0.04,
82,BD-11 4672 b,14.1,206.5895,,1634.0,2.36,
83,BD-11 4672 c,4.04,15.37,,74.2,0.3,
84,BD-13 2130 b,12.5,3108.3774,,714.29999,1.66,
85,BD-14 3065 b,21.59,3932.0,2001.0,4.2889731,0.0656,646.761
86,BD-17 63 b,12.8,1639.99458012,,655.57,1.34,
87,BD-210397 b,14.0,214.0,,1891.0,2.63,0.02
88,BD-210397 c,12.9,1525.5763536,,6240.0,5.9,0.0039
89,BEBOP-3 b,14.2,177.34825111,,547.0,1.444,
91,Barnard b,0.72,0.299,438.0,3.1542,0.0229,6.76
92,Barnard c,0.743,0.335,400.0,4.1244,0.0274,
93,Barnard d,0.694,0.263,483.0,2.3402,0.0188,
94,Barnard e,0.637,0.193,340.0,6.7392,0.0381,
95,CD Cet b,1.82,3.95,464.0,2.2907,0.0185,8.6
96,CD-35 2722 b,17.37392009,9375.9380065,1800.0,,67.0,
97,CFBDSIR J145829+101343 b,12.4,3337.1,370.0,10037.5,2.6,
99,CHXR 73 b,12.3,3994.486,,,210.0,
100,CI Tau c,13.0,1144.1822652,,25.2,0.17,
101,COCONUTS-2 b,12.44196858,2542.627256,434.0,402000000.0,7506.0,
102,CT Cha b,24.66,5403.0,2600.0,,440.0,
103,CoRoT-1 b,16.7,327.35,1898.0,1.5089557,0.02752,2852.63
104,CoRoT-10 b,10.87,874.0,600.0,13.2406,0.1055,16.1089
105,CoRoT-11 b,16.03,740.51,1657.0,2.99433,0.0436,1890.649
106,CoRoT-12 b,16.14,291.438,1442.0,2.828042,0.04016,661.1334
107,CoRoT-13 b,9.92,415.704,1700.0,4.03519,0.051,546.5339
108,CoRoT-14 b,12.22,2415.4,1952.0,1.51214,0.027,
109,CoRoT-16 b,13.11,170.032,,5.35227,0.0618,
110,CoRoT-17 b,11.43,772.29,1626.0,3.7681,0.0461,
111,CoRoT-18 b,14.68,1102.82,1550.0,1.9000693,0.0295,823.7009
112,CoRoT-19 b,14.46,352.78,2000.0,3.89713,0.0518,1103.809
113,CoRoT-2 b,16.432,1102.82,1521.0,1.7429935,0.02798,932.9076
114,CoRoT-20 b,9.41556,1366.669,1024.0,9.24285,0.09,180.8704
115,CoRoT-20 c,12.2,5403.11,,1675.0,2.9,
116,CoRoT-21 b,14.5717,718.2958,,2.72474,0.0417,
117,CoRoT-22 b,4.88,12.2,885.0,9.75598,0.092,
118,CoRoT-23 b,11.77,889.9,1660.0,3.6313,0.048,
119,CoRoT-24 b,3.7,5.7,1070.0,5.1134,0.056,
120,CoRoT-24 c,5.0,28.0,850.0,11.759,0.098,
121,CoRoT-25 b,12.11,85.81,1330.0,4.86069,0.0578,
122,CoRoT-26 b,14.12,165.26,1600.0,4.20474,0.0526,
123,CoRoT-27 b,11.287,3302.11,1500.0,3.57532,0.0476,
124,CoRoT-28 b,10.704595,153.82972,,5.20851,0.0603,
125,CoRoT-29 b,10.0881,270.1555,,2.85057,0.0386,
126,CoRoT-3 b,11.32,6883.91,1695.0,4.2568,0.05783,
127,CoRoT-30 b,11.309881,921.707,,9.06005,0.0844,
128,CoRoT-31 b,16.36514,266.9772,,4.62941,0.0586,
129,CoRoT-32 b,6.38913,47.6745,938.0,6.71837,0.071,132.26
130,CoRoT-35 b,18.83108758,349.6112477,1747.0,3.22748,0.0429,
131,CoRoT-36 b,15.80466279,216.12331676,1567.0,5.616531,0.066,
132,CoRoT-4 b,13.34,228.83,1074.0,9.20205,0.09,203.9517
133,CoRoT-5 b,15.558,148.42,1438.0,4.0378962,0.04947,786.2949
134,CoRoT-6 b,13.068,940.74,1017.0,8.886593,0.0855,
135,CoRoT-7 b,1.68135,4.07660518,1756.0,0.85359163,0.017016,
136,CoRoT-7 c,2.83,8.4,,3.698,0.046,
137,CoRoT-7 d,4.31,17.142,,8.966,0.08199978329210535,
138,CoRoT-8 b,6.39,69.92,870.0,6.21229,0.063,
139,CoRoT-9 b,11.948794,266.9772,420.0,95.272656,0.4021,
140,DE CVn b,12.4,3823.27330161,,4098.1,5.75,
141,DENIS-P J082303.1-491201 b,11.9,9057.77,,246.36,0.36,
142,DH Tau b,30.2643,3496.0,2200.0,,330.0,
143,DMPP-1 b,4.26,16.8,877.0,17.812,0.1423,
144,DMPP-1 c,3.31,10.94,1239.0,10.03,0.0973,
145,DMPP-1 d,2.02,4.72,1632.0,3.1417,0.04467,
146,DMPP-1 e,1.86,4.13,1314.0,5.516,0.0651,
147,DMPP-2 b,14.2,171.48,1000.0,5.203,0.06638,
148,DMPP-2 c,8.26,51.79,,3.168,0.04789,
149,DMPP-2 d,11.6,91.79,,16.491,0.1432,
150,DMPP-3 A b,1.44,2.67,854.0,5.59,0.05958,
151,DMPP-4 b,3.53,12.2,,3.4982,0.04853,
152,DMPP-6 b,2.28,5.8,,7.6027,0.0779,
153,DMPP-6 c,3.74,13.47,,36.441,0.2206,
154,DMPP-7 b,9.13,61.39,,4.984,0.05873,
155,DMPP-8 b,10.8,81.09,,62.915,0.3098,
156,DMPP-9 b,3.89,14.43,,12.733,0.1097,
157,DP Leo b,12.7,1995.88832,,10220.0,8.19,
158,DS Tuc A b,5.7,413.179,850.0,8.138268,0.07944531654764665,115.8276
159,EPIC 201170410.02,1.047,1.15,,6.7987,0.0349,
160,EPIC 201238110 b,1.87,4.16,,28.1656,0.13459031431176074,
161,EPIC 201427007 b,1.5,2.86,,0.72091,0.015358714459966855,
162,EPIC 201497682 b,0.692,0.26,,2.13174,0.02983968315732427,
163,EPIC 201595106 b,1.565,7.67,2038.0,0.87724,0.0177,2852.0
164,EPIC 201615463 c,1.22,1.98,,3.80464,0.04882948426162351,
165,EPIC 201754305 d,1.03,1.08,,2.71578,0.03333454321099567,
166,EPIC 201757695.02,0.90819,0.688,,2.0478,0.0296,
167,EPIC 201833600 c,1.0,0.972,,3.96151,0.0415777284082927,
168,EPIC 201841433 b,1.04,1.12,,4.1698,0.035,
169,EPIC 205950854 c,1.31,2.27,960.6,8.050722,0.07524822642573589,
170,EPIC 206024342 b,1.7,3.53,,4.50756,0.05208949973919643,
171,EPIC 206024342 c,1.4,2.54,,0.911724,0.017948635325991925,
172,EPIC 206024342 d,2.6,7.27,,14.647531,0.11427874426300413,
173,EPIC 206032309 b,1.01,1.01,,2.87814,0.023941161614374203,
174,EPIC 206042996 b,1.7,3.53,,5.2986,0.049173383225768794,
175,EPIC 206042996 c,1.2,1.87,,0.354884,0.008109864771016783,
176,EPIC 206215704 b,1.0,0.972,,2.255436,0.024943553589210358,
177,EPIC 206317286 b,0.96,0.84,,1.58252,0.02372079218604593,
178,EPIC 206317286 c,2.094,5.03,,17.515472,0.12414489219724119,
179,EPIC 211822797 b,1.92,4.35,431.0,21.1701963,0.1195,3.5
180,EPIC 211945201 b,5.76,11.0,817.0,19.49221,0.1493,101.0
181,EPIC 212297394 b,1.48,2.79,1149.0,2.289363,0.03194790032443802,
182,EPIC 212297394 c,2.27,5.77,866.0,5.213965,0.05530248187347611,
183,EPIC 212424622 b,2.17,5.35,,18.0983,0.13951366503920462,
184,EPIC 212499991 b,1.6,3.19,,34.885,0.20262698447789346,
185,EPIC 212587672 b,1.26,2.13,756.0,15.28078,0.12011076431216591,
186,EPIC 212587672 c,2.32,5.99,658.0,23.228555,0.15879361822060417,
187,EPIC 212624936 b,1.2,1.87,,0.578657,0.013590037580562417,
188,EPIC 212624936 c,2.3,5.9,,11.811437,0.10150209562258658,
189,EPIC 212737443 b,2.586,7.2,536.0,13.603,0.098,
190,EPIC 212737443 c,2.69,7.7,316.0,65.55,0.28,
191,EPIC 220492298 b,0.99,0.937,,0.762406,0.016056045455874433,
192,EPIC 220554210 c,1.6,3.19,,0.70531,0.01519039833327256,
193,EPIC 220674823 b,1.676,7.8,2299.0,0.5713127,0.01314,4656.0
194,EPIC 220674823 c,2.84,7.32,804.0,13.33989,0.1073,70.0
195,EPIC 228836835 b,1.1,1.37,932.0,0.728113,0.011844764951316646,
196,EPIC 229004835 b,2.332,10.4,804.0,16.141132,0.1237,69.7
197,EPIC 246851721 b,11.780659,953.49,1401.0,6.180235,0.07229,642.0
198,EPIC 248847494 b,12.44199,4131.79,183.0,3650.0,4.5,0.19
199,EPIC 249893012 b,1.95,8.75,1616.0,3.5951,0.047,1037.0
200,EPIC 249893012 c,3.67,14.67,990.0,15.624,0.13,160.0
201,EPIC 249893012 d,3.94,10.18,752.0,35.747,0.22,53.0
202,FU Tau b,12.2,5085.28,2375.0,,800.0,
203,G 192-15 b,1.02,1.03,453.6,2.27476,0.01723,7.06
204,G 192-15 c,3.87,14.3,55.9,1219.0,1.137,0.0016
205,G 196-3 b,12.0,8263.538582,1670.0,,350.0,
206,G 261-6 b,1.1,1.37,322.3,5.4536,0.02971,1.8
207,G 264-012 b,1.39,2.5,587.0,2.30538,0.02279,20.5
208,G 264-012 c,1.76,3.75,387.0,8.0518,0.0525,3.87
210,G 9-40 b,1.9,4.0,440.6,5.7459982,0.0418,6.27
211,GJ 1002 b,1.03,1.08,230.9,10.3465,0.0457,0.67
212,GJ 1002 c,1.1,1.36,181.7,21.202,0.0738,0.257
213,GJ 1061 b,1.04,1.11,,3.2073,0.021,3.8
214,GJ 1061 c,1.19,1.81,,6.6821,0.0342,1.4
215,GJ 1061 d,1.16,1.67,,13.066,0.054,0.6
216,GJ 1132 b,1.19151465,1.83704819,583.8,1.62892911,0.0157,19.3
217,GJ 1132 c,1.43,2.64,300.0,8.929,0.0476,
218,GJ 1148 b,11.9,96.7,,41.38,0.166,
219,GJ 1148 c,9.71,68.06,,532.58,0.912,
220,GJ 1151 c,3.25,10.62,,389.7,0.5714,
221,GJ 1214 b,2.733,8.41,567.0,1.580404531,0.01505,17.2
222,GJ 1252 b,1.193,1.32,1089.0,0.5182331,0.00915,233.0
223,GJ 1265 b,2.63,7.4,,3.6511,0.026,
224,GJ 1289 b,2.38,6.27,150.0,111.74,0.27,
225,GJ 143 b,2.61,22.7,422.0,35.61253,0.1915,10.8612
226,GJ 15 A b,1.55,3.03,550.0,11.4407,0.072,
227,GJ 15 A c,6.67,36.0,,7600.0,5.4,
228,GJ 160.2 b,3.17,10.2,,5.2354,0.053,
229,GJ 163 b,3.25,10.6,,8.63182,0.0607,
230,GJ 163 c,2.5,6.8,,25.63058,0.1254,
231,GJ 163 d,5.92,29.4,,603.95116,1.0304,
232,GJ 179 b,13.8,301.93698665,,2288.0,2.41,
233,GJ 180 b,2.43,6.49,,17.133,0.092,
234,GJ 180 c,2.41,6.4,,24.329,0.129,
235,GJ 180 d,2.66,7.56,,106.3,0.309,
236,GJ 2030 b,2.03,4.76742611,,2.38129,0.034,
237,GJ 2030 c,12.3,4069.15709482,,25533.11353,16.761,
238,GJ 2056 b,4.17,16.2,,69.971,0.283,
239,GJ 2126 b,13.6,413.1769291,,272.7,0.71,
240,GJ 229 A c,2.87,8.58136699,,121.93268,0.384,
241,GJ 229 b,3.97,14.93793513,,579.47495,1.086,
242,GJ 238 b,0.566,0.126,758.0,1.7446999,0.02123,107.262
243,GJ 251 b,1.79,3.85,336.0,14.237,0.0808,2.37
244,GJ 251 c,1.8,3.88,216.0,53.647,0.196,0.404
245,GJ 27.1 b,3.66,13.0,,15.819,0.101,
246,GJ 273 b,1.51,2.89,,18.6498,0.091101,1.06
247,GJ 273 c,1.06,1.18,,4.7234,0.036467,6.66
248,GJ 3021 b,13.1,1071.04,350.0,133.71,0.49,
249,GJ 3082 b,2.79,8.2,,11.949,0.079,
250,GJ 3090 b,2.18,4.52,723.0,2.85310198,0.0316,45.4
251,GJ 3090 c,3.14,10.0,407.2,15.9407,0.0997,4.58
252,GJ 3138 b,1.18,1.78,,1.22003,0.0197,118.1
253,GJ 3138 c,1.88,4.18,,5.974,0.057,13.9
254,GJ 3138 d,3.23,10.5,,257.8,0.698,0.1
255,GJ 317 b,13.3,794.5,,695.69,1.138,
256,GJ 317 c,13.6,454.49462201,,6500.0,5.04,
257,GJ 3222 b,3.4,11.44182265,,10.66669,0.091,
258,GJ 328 b,13.3,797.74930157,,3771.0,4.11,
259,GJ 328 c,4.91,21.4,,241.8,0.657,
260,GJ 3293 b,5.19,23.54,,30.5987,0.14339,1.07
261,GJ 3293 c,4.87,21.09,,122.6196,0.36175,0.17
262,GJ 3293 d,2.67,7.6,,48.1345,0.19394,0.59
263,GJ 3293 e,1.63,3.28,,13.2543,0.08208,3.34
264,GJ 3323 b,1.23,2.02,,5.3636,0.03282,2.58
265,GJ 3323 c,1.32,2.31,,40.54,0.1264,0.17
266,GJ 3341 b,2.46,6.6,,14.207,0.089,
267,GJ 338 B b,3.25,10.6,391.0,24.422,0.142,
268,GJ 341 b,0.88,4.0,629.0,7.57686,0.05911256045856446,13.8
269,GJ 3470 b,4.57,13.9,593.5,3.3366496,0.0355,29.6584
270,GJ 3473 b,1.264,1.86,773.0,1.1980035,0.01589,59.4
271,GJ 3473 c,2.63,7.41,329.1,15.509,0.0876,1.95
272,GJ 3512 b,14.3,146.51889563,,203.109,0.3376,
273,GJ 3512 c,14.3,143.97626837,,2354.0,1.731,
274,GJ 357 b,1.2,1.84,518.0,3.9306,0.036,12.6
275,GJ 357 c,1.66,3.4,401.2,9.1247,0.061,4.45
276,GJ 357 d,2.34,6.1,219.6,55.661,0.204,0.38
277,GJ 3634 b,2.83,8.4,,2.64561,0.0287,
278,GJ 367 b,0.699,0.633,1365.0,0.3219225,0.00709,579.0
279,GJ 367 c,1.86,4.13,,11.5301,0.0768243742922305,
280,GJ 367 d,2.33,6.03,,34.369,0.15911883114118983,
281,GJ 3779 b,2.75,8.0,,3.0232,0.026,
282,GJ 3929 b,1.09,1.75,568.0,2.616235,0.0252,17.3
283,GJ 3929 c,2.26,5.71,317.0,15.04,0.081,1.68
284,GJ 393 b,1.17,1.71,485.0,7.02679,0.05402,9.21
285,GJ 3942 b,2.57,7.14,590.0,6.905,0.0608,
286,GJ 3988 b,1.74,3.69,348.0,6.9442,0.0405,2.45
287,GJ 3998 b,1.39,2.5,,2.65033,0.03,48.0
288,GJ 3998 c,2.5,6.82,,13.727,0.09,5.4
289,GJ 3998 d,2.34,6.07,,41.78,0.189,1.2
290,GJ 411 b,1.45,2.69,349.83,12.9394,0.07879,3.13
291,GJ 414 A b,2.63,7.6,308.6,50.8,0.2324,
292,GJ 414 A c,8.4,53.83,124.7,749.83,1.4,
293,GJ 422 b,3.33,11.07,,20.129,0.111,
294,GJ 4274 b,1.53,2.97,,1.6339,0.0153,14.7
295,GJ 4274 c,2.83,8.39,,69.57,0.186,0.1
296,GJ 4276 b,4.22,16.57,,13.352,0.082,
297,GJ 433 b,2.33,6.043,,7.3705,0.062,
298,GJ 433 c,6.27,32.422,,5094.105,4.819,
299,GJ 433 d,2.14,5.223,,36.059,0.178,
300,GJ 436 b,4.17,22.1,686.0,2.64388312,0.0291,29.4322
301,GJ 463 b,13.1,1080.6165838,,3459.0,3.53,
302,GJ 480 b,2.91,8.8,406.0,9.5536,0.068,
303,GJ 486 b,1.289,2.77,696.3,1.46712127,0.01714,39.2
304,GJ 504 b,12.10569916,1271.3,510.0,,43.5,
306,GJ 514 b,2.13,5.2,202.0,140.43,0.422,0.28
307,GJ 536 b,2.41,6.37,451.0,8.70874,0.0668,9.9
308,GJ 536 c,2.3,5.89,290.5,32.761,0.1617,1.692
309,GJ 581 b,4.79,20.5,,5.3686,0.0399,
310,GJ 581 c,2.5,6.81,,12.9211,0.0718,
311,GJ 581 e,1.38,2.48,,3.1481,0.02799,
312,GJ 625 b,1.49,2.82,,14.628,0.078361,
313,GJ 649 b,10.8,81.99972901,,600.1,1.112,
314,GJ 667 C b,2.25,5.68,,7.203,0.050431,
315,GJ 667 C c,1.77,3.8,,28.14,0.125,
316,GJ 667 C e,1.45,2.7,,62.24,0.213,
317,GJ 667 C f,1.45,2.7,,39.026,0.156,
318,GJ 667 C g,1.99,4.6,,256.2,0.549,
319,GJ 674 b,3.33,11.09,,4.6938,0.039,
320,GJ 676 A b,12.8,1840.86213334,,1051.44521,1.735,
321,GJ 676 A c,12.3,4288.14086724,,13921.42302,9.726,
322,GJ 676 A d,1.78,3.81394088,,3.60076,0.039,
323,GJ 676 A e,2.47,6.67439655,,35.47358,0.181,
324,GJ 680 b,12.0,7977.4930157,,17281.66514,10.138,
325,GJ 682 b,1.93,4.4,,17.478,0.08,
326,GJ 682 c,2.89,8.7,,57.32,0.176,
327,GJ 685 b,2.95,9.0,,24.16,0.1344,
328,GJ 687 b,4.32,17.2,,38.142,0.163,
329,GJ 687 c,4.14,16.0,,727.562,1.165,
330,GJ 720 A b,3.77,13.64,401.0,19.466,0.119,
331,GJ 724 b,3.27,10.75,611.0,5.101284,0.04685,23.32
332,GJ 740 b,1.53,2.96,829.0,2.37756,0.029,79.0
333,GJ 806 b,1.331,1.9,940.0,0.9263237,0.01406,130.0
334,GJ 806 c,2.28,5.8,490.0,6.64064,0.0523,9.5
335,GJ 832 b,13.8,314.65012293,,3853.0,3.7,
336,GJ 849 b,13.9,283.82076745,,1925.31,2.32,
337,GJ 849 c,13.8,314.65012293,,5990.0,4.95,
338,GJ 86 b,12.9,1404.8086,,15.76491,0.11,
339,GJ 876 b,13.3,723.2235,,61.1166,0.208317,
340,GJ 876 c,14.0,226.9846,,30.0881,0.12959,
341,GJ 876 d,2.51,6.83,,1.93778,0.02080665,
342,GJ 876 e,3.92,14.6,,124.26,0.3343,
343,GJ 887 b,1.8,3.9,426.0,9.2619,0.0683,7.8
344,GJ 887 c,2.43,6.5,320.0,21.784,0.121,2.5
345,GJ 887 d,2.34,6.1,241.0,50.77,0.212,0.81
346,GJ 887 e,1.12,1.46,544.0,4.4249,0.0417,20.9
347,GJ 896 A b,13.3,718.29219982,,284.39,0.63965,
348,GJ 900 b,12.4,3496.112477,,,12000.0,
349,GJ 9066 c,9.6,66.74396547,,771.36,0.88,
350,GJ 9404 b,3.48,11.9,,13.4586,0.0943,
351,GJ 96 b,4.67,19.66,,73.94,0.291,
352,GJ 9689 b,3.07,9.65,453.04,18.27,0.1139,
353,GJ 9714 b,12.5,2988.54051102,,19240.75467,12.319,
354,GJ 9773 b,14.2,172.580825,,2965.0,2.921,
355,GJ 9827 b,1.44,4.28,1035.01,1.208974,0.0189,318.0
356,GJ 9827 c,1.13,1.86,715.94,3.648103,0.0395,73.0
357,GJ 9827 d,1.98,3.02,675.0,6.20183,0.053,34.9
358,GPX-1 b,16.47720163,6261.2196179,2300.0,1.744579,0.0338,4650.0
359,GQ Lup b,33.6,6356.0,2650.0,,100.0,
360,GSC 06214-00210 b,20.1762,5000.0,2300.0,,320.0,
361,GU Psc b,14.179,3591.3,1050.0,,2000.0,
362,Gaia-1 b,13.77583728,533.95172376,1159.07,3.052524,0.04047,426.5351
363,Gaia-2 b,14.81827249,259.66580852,1213.23,3.6915224,0.0467,512.0235
364,Gaia-4 b,12.4,3750.3752026,,571.3,1.1636202989481594,
365,Gaia-5 b,12.1,6633.07885409,,358.62,0.6888046767086534,
366,Gaia22dkvL b,14.1,187.83658854,,,1.4,
367,Gl 378 b,3.66,13.02,830.0,3.822,0.039435,
368,Gl 410 b,2.83,8.4,,6.02,0.0531,
369,Gl 49 b,2.24,5.63,,13.8508,0.0905,
370,Gl 686 b,2.46,6.624,379.0,15.53,0.091,
371,Gl 725 A b,1.48,2.78,,11.2201,0.068,
372,Gliese 12 b,0.93,0.95,314.6,12.761418,0.067,1.62
373,HAT-P-1 b,14.784671,166.86075,1322.0,4.46529976,0.05561,259.687
374,HAT-P-11 b,4.36,25.0,838.0,4.888,0.05258,100.77
375,HAT-P-11 c,13.2,851.78013076,,3361.0,4.1,
376,HAT-P-12 b,10.749,67.059,963.0,3.2130598,0.0384,118.075
377,HAT-P-13 b,14.258,270.462,1740.0,2.91625,0.04383,1978.5245
378,HAT-P-13 c,12.3,4538.421,340.0,446.27,1.258,
379,HAT-P-14 b,15.91678,1093.3352,1624.0,4.62767,0.0596,1038.78
380,HAT-P-15 b,11.88154,616.5902,904.0,10.8635,0.0965,79.7578
381,HAT-P-16 b,14.68376472,1341.56043,1566.0,2.77596727,0.0413,1597.59
382,HAT-P-17 b,11.76945,184.3414,800.0,10.33852,0.0892,110.512
383,HAT-P-17 c,13.1,1080.6,,5584.0,5.6,
384,HAT-P-18 b,11.153,62.61,852.0,5.508023,0.0559,82.2407
385,HAT-P-19 b,11.29865255,88.03846874,981.2,4.00878322,0.04599,154.0
386,HAT-P-2 b,10.659759,2866.81223114,1540.0,5.6335158,0.06814,588.518
387,HAT-P-2 c,12.4,3400.7639549,,8500.0,8.964024077673438,
388,HAT-P-20 b,9.718,2302.899,970.0,2.875317,0.0361,85.1168
389,HAT-P-21 b,12.44199,1547.8321,1367.0,4.12448,0.05037,459.542
390,HAT-P-22 b,12.89035,785.0401,1463.0,3.21222,0.0414,325.569
391,HAT-P-23 b,15.334,664.237,2056.0,1.212884,0.0232,2796.2342
392,HAT-P-24 b,14.5717,238.3725,1637.0,3.35524,0.04651,1294.929
393,HAT-P-25 b,12.722215,180.84527,1182.0,3.65281514,0.0466,325.0
394,HAT-P-26 b,7.06167,22.2481,1080.0,4.23452,0.04748,185.0743
395,HAT-P-27 b,11.43,197.05,1091.99,3.039577,0.04,336.0384
396,HAT-P-28 b,13.585,198.953,1384.0,3.257215,0.0434,554.7122
397,HAT-P-29 b,13.11453,279.6904,1281.0,5.72319,0.0667,433.0
398,HAT-P-3 b,10.53646,206.5895,1189.0,2.8997,0.03866,176.587
399,HAT-P-30 b,16.14096,263.7989,1630.0,2.8106,0.0419,1467.9573
400,HAT-P-31 b,12.21781,721.4741,1450.0,5.00542,0.061,746.9025
401,HAT-P-32 b,22.19382,216.1244,1835.7,2.1500082,0.03397,1841.0
402,HAT-P-33 b,20.73665,292.4036,1782.0,3.47447,0.04995,1701.38
403,HAT-P-34 b,13.417173,1058.3739,1520.0,5.452654,0.06774,433.78
404,HAT-P-35 b,14.930388,335.62848,1581.0,3.646706,0.04978,999.6688
405,HAT-P-36 b,14.313893,587.413406,1780.97,1.32734683,0.0241,1821.0
406,HAT-P-37 b,13.204,371.528,1271.0,2.797436,0.0379,412.3914
407,HAT-P-38 b,9.247,84.857,1082.0,4.640382,0.0523,243.0337
408,HAT-P-39 b,17.609,190.372,1752.0,3.54387,0.0509,1915.6934
409,HAT-P-4 b,14.28,213.255,1686.0,3.056536,0.04438,1438.0
410,HAT-P-40 b,17.03768,152.5584,1770.0,4.45724,0.0608,1747.4151
411,HAT-P-41 b,22.97845,378.2177,1941.0,2.69405,0.04258,2485.0721
412,HAT-P-42 b,14.348,331.801,1428.0,4.641878,0.0575,684.0973
413,HAT-P-43 b,13.63,210.395,1353.0,3.3326414,0.0444,521.877
414,HAT-P-44 b,13.922,111.871,1108.0,4.301219,0.0507,185.119
415,HAT-P-44 c,13.0,1271.3,,872.2,1.752,
416,HAT-P-45 b,15.984,283.492,1652.0,3.128992,0.0452,1052.239
